IdFactura,NroDoc,FechaFactura,IdCliente,Total,Estado
77,00000076,08/31/11 00:00:00,000021,112.1000,ACTIVE
78,00000077,08/31/11 00:00:00,000042,123.6800,ACTIVE
79,00000078,08/31/11 00:00:00,000038,339.2300,ACTIVE
80,00000079,08/31/11 00:00:00,000033,215.7000,ACTIVE
81,00000080,08/31/11 00:00:00,000033,109.1100,ACTIVE
82,00000081,08/31/11 00:00:00,000031,223.9400,ACTIVE
83,00000082,08/31/11 00:00:00,000010,639.0400,ACTIVE
84,00000083,08/31/11 00:00:00,000033,333.2100,ACTIVE
85,00000084,09/01/11 00:00:00,000003,83.4000,ACTIVE
86,00000085,09/01/11 00:00:00,000039,51.1000,ACTIVE
87,00000086,09/01/11 00:00:00,000026,92.7000,ACTIVE
88,00000087,09/01/11 00:00:00,000015,260.2200,ACTIVE
89,00000088,09/01/11 00:00:00,000041,160.5900,ACTIVE
90,00000089,09/01/11 00:00:00,000005,388.2300,ACTIVE
91,00000090,09/01/11 00:00:00,000052,69.7000,ACTIVE
92,00000091,09/01/11 00:00:00,000020,398.5000,ACTIVE
93,00000092,09/01/11 00:00:00,000049,109.9500,ACTIVE
94,00000093,09/01/11 00:00:00,000025,103.2000,ACTIVE
95,00000094,09/01/11 00:00:00,000028,156.6000,ACTIVE
96,00000095,09/01/11 00:00:00,000027,146.2800,ACTIVE
97,00000096,09/02/11 00:00:00,000034,71.3000,ACTIVE
98,00000097,09/02/11 00:00:00,000015,98.0400,ACTIVE
99,00000098,09/02/11 00:00:00,000029,398.0300,ACTIVE
100,00000099,09/02/11 00:00:00,000017,70.6000,ACTIVE
101,00000100,09/02/11 00:00:00,000009,59.3000,ACTIVE
102,00000101,09/03/11 00:00:00,000015,408.5200,ACTIVE
103,00000102,09/03/11 00:00:00,000024,397.3500,ACTIVE
104,00000103,09/03/11 00:00:00,000022,290.8200,ACTIVE
105,00000104,09/03/11 00:00:00,000020,130.2000,ACTIVE
106,00000105,09/05/11 00:00:00,000015,149.3500,ACTIVE
107,00000106,09/05/11 00:00:00,000020,217.6000,ACTIVE
108,00000107,09/05/11 00:00:00,000006,159.1000,ACTIVE
109,00000108,09/05/11 00:00:00,000046,328.8000,ACTIVE
110,00000109,09/05/11 00:00:00,000043,201.3000,ACTIVE
111,00000110,09/05/11 00:00:00,000009,45.5000,ACTIVE
112,00000111,09/05/11 00:00:00,000028,153.7700,ACTIVE
113,00000112,09/05/11 00:00:00,000027,72.5500,ACTIVE
114,00000113,09/05/11 00:00:00,000024,158.1600,ACTIVE
115,00000114,09/06/11 00:00:00,000010,724.5600,ACTIVE
116,00000115,09/06/11 00:00:00,000002,44.1500,ACTIVE
117,00000116,09/06/11 00:00:00,000031,291.7900,ACTIVE
118,00000117,09/06/11 00:00:00,000030,153.5500,ACTIVE
119,00000118,09/06/11 00:00:00,000038,359.0800,ACTIVE
120,00000119,09/06/11 00:00:00,000018,239.8000,ACTIVE
121,00000120,09/06/11 00:00:00,000014,75.6000,ACTIVE
122,00000121,09/06/11 00:00:00,000033,248.2800,ACTIVE
123,00000122,09/06/11 00:00:00,000045,157.8000,ACTIVE
124,00000123,09/06/11 00:00:00,000021,69.3000,ACTIVE
125,00000124,09/06/11 00:00:00,000019,308.2500,ACTIVE
126,00000125,09/06/11 00:00:00,000011,247.5900,ACTIVE
127,00000126,09/06/11 00:00:00,000023,56.7000,ACTIVE
128,00000127,09/07/11 00:00:00,000008,920.0000,ACTIVE
129,00000128,09/07/11 00:00:00,000008,923.7000,ACTIVE
130,00000129,09/07/11 00:00:00,000018,241.8500,ACTIVE
131,00000130,09/08/11 00:00:00,000053,106.2000,ACTIVE
132,00000131,09/08/11 00:00:00,000040,137.2300,ACTIVE
133,00000132,09/08/11 00:00:00,000009,60.7000,ACTIVE
134,00000133,09/08/11 00:00:00,000020,352.4500,ACTIVE
135,00000134,09/08/11 00:00:00,000005,304.8300,ACTIVE
136,00000135,09/08/11 00:00:00,000052,96.6000,ACTIVE
137,00000136,09/08/11 00:00:00,000049,142.3000,ACTIVE
138,00000137,09/08/11 00:00:00,000041,295.7700,ACTIVE
139,00000138,09/08/11 00:00:00,000015,253.9500,ACTIVE
140,00000139,09/08/11 00:00:00,000028,246.2500,ACTIVE
141,00000140,09/09/11 00:00:00,000037,173.3000,ACTIVE
142,00000141,09/09/11 00:00:00,000017,193.3700,ACTIVE
143,00000142,09/09/11 00:00:00,000036,900.4000,ACTIVE
144,00000143,09/09/11 00:00:00,000048,239.0400,ACTIVE
145,00000144,09/09/11 00:00:00,000027,180.2400,ACTIVE
146,00000145,09/09/11 00:00:00,000029,273.6600,ACTIVE
147,00000146,09/09/11 00:00:00,000046,262.9600,ACTIVE
148,00000147,09/09/11 00:00:00,000024,164.6000,ACTIVE
149,00000148,09/09/11 00:00:00,000034,131.2400,ACTIVE
150,00000149,09/09/11 00:00:00,000054,102.7900,ACTIVE
151,00000150,09/09/11 00:00:00,000050,55.0500,ACTIVE
152,00000151,09/10/11 00:00:00,000015,259.9700,ACTIVE
153,00000152,09/10/11 00:00:00,000020,146.5500,ACTIVE
154,00000153,09/10/11 00:00:00,000022,314.2600,ACTIVE
155,00000154,09/12/11 00:00:00,000015,316.6400,ACTIVE
156,00000155,09/12/11 00:00:00,000020,203.2000,ACTIVE
157,00000156,09/12/11 00:00:00,000006,150.7000,ACTIVE
158,00000157,09/12/11 00:00:00,000043,194.0900,ACTIVE
159,00000158,09/12/11 00:00:00,000028,99.9000,ACTIVE
160,00000159,09/12/11 00:00:00,000029,328.1400,ACTIVE
161,00000160,09/12/11 00:00:00,000027,77.5100,ACTIVE
162,00000161,09/12/11 00:00:00,000043,196.7900,ACTIVE
163,00000162,09/12/11 00:00:00,000020,205.9000,ACTIVE
164,00000163,09/13/11 00:00:00,000024,647.8000,ACTIVE
165,00000164,09/14/11 00:00:00,000019,282.5000,ACTIVE
166,00000165,09/14/11 00:00:00,000030,217.8000,ACTIVE
167,00000166,09/14/11 00:00:00,000033,291.8100,ACTIVE
168,00000167,09/14/11 00:00:00,000018,127.1500,ACTIVE
169,00000168,09/13/11 00:00:00,000002,45.2000,ACTIVE
170,00000169,09/13/11 00:00:00,000042,131.6600,ACTIVE
171,00000170,09/14/11 00:00:00,000038,374.4800,ACTIVE
172,00000171,09/14/11 00:00:00,000014,177.2500,ACTIVE
173,00000172,09/14/11 00:00:00,000031,315.5400,ACTIVE
174,00000173,09/14/11 00:00:00,000007,129.0000,ACTIVE
175,00000174,09/13/11 00:00:00,000010,667.4400,ACTIVE
176,00000175,09/14/11 00:00:00,000010,657.6900,ACTIVE
177,00000176,09/15/11 00:00:00,000004,214.1000,ACTIVE
178,00000177,09/15/11 00:00:00,000025,300.1000,ACTIVE
179,00000178,09/15/11 00:00:00,000027,29.3500,ACTIVE
180,00000179,09/15/11 00:00:00,000028,81.1000,ACTIVE
181,00000180,09/15/11 00:00:00,000040,59.9000,ACTIVE
182,00000181,09/15/11 00:00:00,000052,88.2500,ACTIVE
183,00000182,09/15/11 00:00:00,000006,120.2800,ACTIVE
184,00000183,09/15/11 00:00:00,000005,181.0000,ACTIVE
185,00000184,09/15/11 00:00:00,000049,142.0200,ACTIVE
186,00000185,09/15/11 00:00:00,000015,95.5000,ACTIVE
187,00000186,09/15/11 00:00:00,000041,264.8400,ACTIVE
188,00000187,09/15/11 00:00:00,000044,545.7500,ACTIVE
189,00000188,09/15/11 00:00:00,000053,171.6200,ACTIVE
190,00000189,09/16/11 00:00:00,000026,147.2100,ACTIVE
191,00000190,09/16/11 00:00:00,000036,534.1500,ACTIVE
192,00000191,09/16/11 00:00:00,000036,849.1500,ACTIVE
193,00000192,09/16/11 00:00:00,000009,44.5000,ACTIVE
194,00000193,09/16/11 00:00:00,000028,211.4500,ACTIVE
195,00000194,09/16/11 00:00:00,000050,61.9000,ACTIVE
196,00000195,09/16/11 00:00:00,000046,245.9700,ACTIVE
197,00000196,09/16/11 00:00:00,000017,99.6100,ACTIVE
198,00000197,09/16/11 00:00:00,000020,544.9500,ACTIVE
199,00000198,09/16/11 00:00:00,000039,60.0500,ACTIVE
200,00000199,09/17/11 00:00:00,000015,215.6900,ACTIVE
201,00000200,09/17/11 00:00:00,000053,175.0500,ACTIVE
202,00000201,09/19/11 00:00:00,000015,378.6300,ACTIVE
203,00000202,09/19/11 00:00:00,000020,243.7000,ACTIVE
204,00000203,09/19/11 00:00:00,000048,134.7000,ACTIVE
205,00000204,09/19/11 00:00:00,000003,143.6000,ACTIVE
206,00000205,09/19/11 00:00:00,000027,55.8500,ACTIVE
207,00000206,09/19/11 00:00:00,000017,61.3400,ACTIVE
208,00000207,09/19/11 00:00:00,000009,49.7500,ACTIVE
209,00000208,09/19/11 00:00:00,000028,628.8800,ACTIVE
210,00000209,09/19/11 00:00:00,000043,219.9500,ACTIVE
211,00000210,09/19/11 00:00:00,000029,444.7400,ACTIVE
212,00000211,09/20/11 00:00:00,000022,389.3500,ACTIVE
213,00000212,09/20/11 00:00:00,000024,320.3100,ACTIVE
214,00000213,09/20/11 00:00:00,000010,804.9500,ACTIVE
215,00000214,09/21/11 00:00:00,000045,109.8000,ACTIVE
216,00000215,09/20/11 00:00:00,000031,249.0400,ACTIVE
217,00000216,09/20/11 00:00:00,000014,184.3600,ACTIVE
218,00000217,09/21/11 00:00:00,000014,205.9600,ACTIVE
219,00000218,09/21/11 00:00:00,000033,325.0300,ACTIVE
220,00000219,09/21/11 00:00:00,000023,202.7600,ACTIVE
221,00000220,09/21/11 00:00:00,000019,457.7300,ACTIVE
222,00000221,09/21/11 00:00:00,000018,185.3800,ACTIVE
223,00000222,09/21/11 00:00:00,000030,237.6000,ACTIVE
224,00000223,09/20/11 00:00:00,000030,257.6000,ACTIVE
225,00000224,09/21/11 00:00:00,000042,149.1700,ACTIVE
226,00000225,09/21/11 00:00:00,000002,69.6500,ACTIVE
227,00000226,09/21/11 00:00:00,000038,477.8100,ACTIVE
228,00000227,09/21/11 00:00:00,000008,851.2500,ACTIVE
229,00000228,09/21/11 00:00:00,000008,919.6500,ACTIVE
230,00000229,09/21/11 00:00:00,000011,268.7500,ACTIVE
231,00000230,09/22/11 00:00:00,000015,407.1900,ACTIVE
232,00000231,09/22/11 00:00:00,000041,103.7000,ACTIVE
233,00000232,09/22/11 00:00:00,000005,127.8000,ACTIVE
234,00000233,09/22/11 00:00:00,000054,217.8600,ACTIVE
235,00000234,09/22/11 00:00:00,000020,301.7500,ACTIVE
236,00000235,09/22/11 00:00:00,000027,71.6000,ACTIVE
237,00000236,09/22/11 00:00:00,000006,137.5000,ACTIVE
238,00000237,09/22/11 00:00:00,000009,48.8500,ACTIVE
239,00000238,09/22/11 00:00:00,000052,81.9000,ACTIVE
240,00000239,09/22/11 00:00:00,000039,36.5800,ACTIVE
241,00000240,09/22/11 00:00:00,000032,207.7900,ACTIVE
242,00000241,09/22/11 00:00:00,000049,145.3600,ACTIVE
243,00000242,09/23/11 00:00:00,000024,329.7000,ACTIVE
244,00000243,09/23/11 00:00:00,000053,107.5500,ACTIVE
245,00000244,09/23/11 00:00:00,000034,86.1000,ACTIVE
246,00000245,09/23/11 00:00:00,000026,239.7400,ACTIVE
247,00000246,09/23/11 00:00:00,000017,120.1800,ACTIVE
248,00000247,09/23/11 00:00:00,000037,52.2000,ACTIVE
249,00000248,09/23/11 00:00:00,000046,340.5600,ACTIVE
250,00000249,09/23/11 00:00:00,000028,78.3000,ACTIVE
251,00000250,09/23/11 00:00:00,000050,42.7500,ACTIVE
252,00000251,09/23/11 00:00:00,000048,79.1000,ACTIVE
253,00000252,09/23/11 00:00:00,000036,886.4400,ACTIVE
254,00000253,09/26/11 00:00:00,000029,622.7100,ACTIVE
255,00000254,09/26/11 00:00:00,000027,123.1700,ACTIVE
256,00000255,09/26/11 00:00:00,000015,290.1100,ACTIVE
257,00000256,09/26/11 00:00:00,000020,310.2600,ACTIVE
258,00000257,09/26/11 00:00:00,000048,268.7000,ACTIVE
259,00000258,09/26/11 00:00:00,000030,94.0500,ACTIVE
260,00000259,09/26/11 00:00:00,000043,176.6000,ACTIVE
261,00000260,09/26/11 00:00:00,000028,99.6600,ACTIVE
262,00000261,09/26/11 00:00:00,000017,107.1500,ACTIVE
263,00000262,09/26/11 00:00:00,000009,43.7500,ACTIVE
264,00000263,09/26/11 00:00:00,000050,57.4200,ACTIVE
265,00000264,09/26/11 00:00:00,000003,124.5000,ACTIVE
266,00000265,09/26/11 00:00:00,000024,186.7500,ACTIVE
267,00000266,09/27/11 00:00:00,000019,304.6000,ACTIVE
268,00000267,09/27/11 00:00:00,000002,62.0500,ACTIVE
269,00000268,09/27/11 00:00:00,000021,73.8000,ACTIVE
270,00000269,09/27/11 00:00:00,000030,207.2000,ACTIVE
271,00000270,09/27/11 00:00:00,000038,437.4700,ACTIVE
272,00000271,09/27/11 00:00:00,000042,135.6600,ACTIVE
273,00000272,09/27/11 00:00:00,000033,377.7300,ACTIVE
274,00000273,09/27/11 00:00:00,000014,273.9700,ACTIVE
275,00000274,09/27/11 00:00:00,000010,919.3800,ACTIVE
276,00000275,09/27/11 00:00:00,000023,20.0000,ACTIVE
277,00000276,09/27/11 00:00:00,000031,240.1400,ACTIVE
278,00000277,09/28/11 00:00:00,000018,239.5600,ACTIVE
279,00000278,09/28/11 00:00:00,000014,336.3700,ACTIVE
280,00000279,09/29/11 00:00:00,000041,354.6800,ACTIVE
281,00000280,09/29/11 00:00:00,000052,72.3000,ACTIVE
282,00000281,09/29/11 00:00:00,000048,65.2000,ACTIVE
283,00000282,09/29/11 00:00:00,000020,284.7000,ACTIVE
284,00000283,09/29/11 00:00:00,000028,336.8400,ACTIVE
285,00000284,09/29/11 00:00:00,000024,231.5000,ACTIVE
286,00000285,09/29/11 00:00:00,000025,195.1400,ACTIVE
287,00000286,09/29/11 00:00:00,000015,177.8200,ACTIVE
288,00000287,09/29/11 00:00:00,000005,440.7300,ACTIVE
289,00000288,09/29/11 00:00:00,000041,345.0200,ACTIVE
290,00000289,09/29/11 00:00:00,000006,127.2300,ACTIVE
291,00000290,09/29/11 00:00:00,000049,77.1000,ACTIVE
292,00000291,09/29/11 00:00:00,000040,105.5400,ACTIVE
293,00000292,09/30/11 00:00:00,000022,367.0400,ACTIVE
294,00000293,09/30/11 00:00:00,000046,268.8000,ACTIVE
295,00000294,09/30/11 00:00:00,000017,29.0000,ACTIVE
296,00000295,09/30/11 00:00:00,000032,306.4200,ACTIVE
297,00000296,09/30/11 00:00:00,000027,70.1500,ACTIVE
298,00000297,09/30/11 00:00:00,000037,32.1000,ACTIVE
299,00000298,09/30/11 00:00:00,000039,65.6500,ACTIVE
300,00000299,09/30/11 00:00:00,000026,169.4500,ACTIVE
301,00000300,09/30/11 00:00:00,000029,206.3700,ACTIVE
302,00000301,09/30/11 00:00:00,000009,52.9000,ACTIVE
303,00000302,09/30/11 00:00:00,000036,834.0000,ACTIVE
304,00000303,09/30/11 00:00:00,000054,141.6900,ACTIVE
305,00000304,09/30/11 00:00:00,000054,133.4800,ACTIVE
306,00000305,10/01/11 00:00:00,000015,89.2000,ACTIVE
307,00000306,10/01/11 00:00:00,000020,140.7000,ACTIVE
308,00000307,10/01/11 00:00:00,000032,41.9000,ACTIVE
309,00000308,10/01/11 00:00:00,000053,167.1700,ACTIVE
310,00000309,10/03/11 00:00:00,000015,549.4200,ACTIVE
311,00000310,10/03/11 00:00:00,000029,510.6500,ACTIVE
312,00000311,10/03/11 00:00:00,000024,593.2600,ACTIVE
313,00000312,10/03/11 00:00:00,000020,177.1000,ACTIVE
314,00000313,10/03/11 00:00:00,000009,43.6000,ACTIVE
315,00000314,10/03/11 00:00:00,000027,62.4300,ACTIVE
316,00000315,10/03/11 00:00:00,000025,160.0000,ACTIVE
317,00000316,10/03/11 00:00:00,000036,118.6900,ACTIVE
318,00000317,10/03/11 00:00:00,000016,80.3000,ACTIVE
319,00000318,10/03/11 00:00:00,000043,148.8000,ACTIVE
320,00000319,10/03/11 00:00:00,000017,72.4000,ACTIVE
321,00000320,10/03/11 00:00:00,000048,127.3500,ACTIVE
322,00000321,10/04/11 00:00:00,000004,221.0800,ACTIVE
323,00000322,10/05/11 00:00:00,000019,431.9800,ACTIVE
324,00000323,10/05/11 00:00:00,000045,71.5000,ACTIVE
325,00000324,10/05/11 00:00:00,000021,70.2000,ACTIVE
326,00000325,10/05/11 00:00:00,000038,294.4000,ACTIVE
327,00000326,10/05/11 00:00:00,000042,107.0000,ACTIVE
328,00000327,10/05/11 00:00:00,000030,216.6000,ACTIVE
329,00000328,10/05/11 00:00:00,000018,106.5000,ACTIVE
330,00000329,10/05/11 00:00:00,000002,87.5500,ACTIVE
331,00000330,10/05/11 00:00:00,000014,192.0000,ACTIVE
332,00000331,10/05/11 00:00:00,000033,307.9600,ACTIVE
333,00000332,10/05/11 00:00:00,000031,222.7700,ACTIVE
334,00000333,10/05/11 00:00:00,000010,818.5200,ACTIVE
335,00000334,10/05/11 00:00:00,000023,34.0800,ACTIVE
336,00000335,10/05/11 00:00:00,000011,143.5500,ACTIVE
337,00000336,10/05/11 00:00:00,000008,1219.7600,ACTIVE
338,00000337,10/05/11 00:00:00,000012,45.3100,ACTIVE
339,00000338,10/06/11 00:00:00,000015,355.9800,ACTIVE
340,00000339,10/06/11 00:00:00,000041,289.4000,ACTIVE
341,00000340,10/06/11 00:00:00,000005,313.0500,ACTIVE
342,00000341,10/06/11 00:00:00,000052,140.6000,ACTIVE
343,00000342,10/06/11 00:00:00,000020,391.3500,ACTIVE
344,00000343,10/06/11 00:00:00,000049,97.4700,ACTIVE
345,00000344,10/06/11 00:00:00,000028,698.4900,ACTIVE
346,00000345,10/06/11 00:00:00,000006,127.6600,ACTIVE
347,00000346,10/06/11 00:00:00,000048,164.7500,ACTIVE
348,00000347,10/06/11 00:00:00,000016,75.2000,ACTIVE
349,00000348,10/06/11 00:00:00,000026,38.0000,ACTIVE
350,00000349,10/06/11 00:00:00,000027,113.8500,ACTIVE
351,00000350,10/06/11 00:00:00,000040,53.4000,ACTIVE
352,00000351,10/08/11 00:00:00,000032,496.4700,ACTIVE
353,00000352,10/08/11 00:00:00,000022,412.0800,ACTIVE
354,00000353,10/08/11 00:00:00,000036,1048.1000,ACTIVE
355,00000354,10/08/11 00:00:00,000028,272.2500,ACTIVE
356,00000355,10/08/11 00:00:00,000046,227.3600,ACTIVE
357,00000356,10/08/11 00:00:00,000037,66.0000,ACTIVE
358,00000357,10/08/11 00:00:00,000050,116.5200,ACTIVE
359,00000358,10/08/11 00:00:00,000009,43.6000,ACTIVE
360,00000359,10/08/11 00:00:00,000026,106.5500,ACTIVE
361,00000360,10/08/11 00:00:00,000022,448.5500,ACTIVE
362,00000361,10/08/11 00:00:00,000024,244.6300,ACTIVE
363,00000362,10/08/11 00:00:00,000039,101.1400,ACTIVE
364,00000363,10/08/11 00:00:00,000043,126.8000,ACTIVE
365,00000364,10/08/11 00:00:00,000054,132.2200,ACTIVE
366,00000365,10/11/11 00:00:00,000015,72.0000,ACTIVE
367,00000366,10/11/11 00:00:00,000020,163.5000,ACTIVE
368,00000367,10/11/11 00:00:00,000006,119.8500,ACTIVE
369,00000368,10/11/11 00:00:00,000044,597.0500,ACTIVE
370,00000369,10/11/11 00:00:00,000025,210.4000,ACTIVE
371,00000370,10/11/11 00:00:00,000029,327.6500,ACTIVE
372,00000371,10/11/11 00:00:00,000027,93.8700,ACTIVE
373,00000372,10/11/11 00:00:00,000039,67.2300,ACTIVE
374,00000373,10/11/11 00:00:00,000024,314.3000,ACTIVE
375,00000374,10/11/11 00:00:00,000028,75.7500,ACTIVE
376,00000375,10/11/11 00:00:00,000036,53.0300,ACTIVE
377,00000376,10/11/11 00:00:00,000043,150.4500,ACTIVE
378,00000377,10/11/11 00:00:00,000030,122.9500,ACTIVE
379,00000378,10/11/11 00:00:00,000016,156.9000,ACTIVE
380,00000379,10/11/11 00:00:00,000016,148.1200,ACTIVE
381,00000380,10/12/11 00:00:00,000019,546.2700,ACTIVE
382,00000381,10/12/11 00:00:00,000002,69.8000,ACTIVE
383,00000382,10/12/11 00:00:00,000023,76.5000,ACTIVE
384,00000383,10/12/11 00:00:00,000033,516.8000,ACTIVE
385,00000384,10/12/11 00:00:00,000018,283.7500,ACTIVE
386,00000385,10/12/11 00:00:00,000014,182.1200,ACTIVE
387,00000386,10/12/11 00:00:00,000038,573.9800,ACTIVE
388,00000387,10/12/11 00:00:00,000042,204.1300,ACTIVE
389,00000388,10/12/11 00:00:00,000045,102.6300,ACTIVE
390,00000389,10/12/11 00:00:00,000010,780.0900,ACTIVE
391,00000390,10/12/11 00:00:00,000031,282.0100,ACTIVE
392,00000391,10/12/11 00:00:00,000008,54.0000,ACTIVE
393,00000392,10/12/11 00:00:00,000013,25.7500,ACTIVE
394,00000393,10/12/11 00:00:00,000013,25.7500,ACTIVE
395,00000394,10/12/11 00:00:00,000030,118.0000,ACTIVE
396,00000395,10/11/11 00:00:00,000003,191.6500,ACTIVE
397,00000396,10/13/11 00:00:00,000005,324.3800,ACTIVE
398,00000397,10/13/11 00:00:00,000020,265.1500,ACTIVE
399,00000398,10/13/11 00:00:00,000052,100.5400,ACTIVE
400,00000399,10/13/11 00:00:00,000015,285.1400,ACTIVE
401,00000400,10/13/11 00:00:00,000049,155.1200,ACTIVE
402,00000401,10/13/11 00:00:00,000041,291.2000,ACTIVE
403,00000402,10/13/11 00:00:00,000027,78.1500,ACTIVE
404,00000403,10/14/11 00:00:00,000028,519.0000,ACTIVE
405,00000404,10/14/11 00:00:00,000037,208.5500,ACTIVE
406,00000405,10/14/11 00:00:00,000024,351.6000,ACTIVE
407,00000406,10/14/11 00:00:00,000029,246.5600,ACTIVE
408,00000407,10/14/11 00:00:00,000026,223.7400,ACTIVE
409,00000408,10/14/11 00:00:00,000040,53.4000,ACTIVE
410,00000409,10/14/11 00:00:00,000015,153.9000,ACTIVE
411,00000410,10/14/11 00:00:00,000009,52.0000,ACTIVE
412,00000411,10/14/11 00:00:00,000036,2799.0000,INACTIVE
413,00000412,10/14/11 00:00:00,000004,78.0000,ACTIVE
414,00000413,10/14/11 00:00:00,000046,319.3000,ACTIVE
415,00000414,10/14/11 00:00:00,000032,573.0100,ACTIVE
416,00000415,10/17/11 00:00:00,000017,98.7400,ACTIVE
417,00000416,10/17/11 00:00:00,000009,56.5000,ACTIVE
418,00000417,10/17/11 00:00:00,000025,179.7900,ACTIVE
419,00000418,10/17/11 00:00:00,000015,300.2700,ACTIVE
420,00000419,10/17/11 00:00:00,000020,380.9000,ACTIVE
421,00000420,10/17/11 00:00:00,000043,166.6500,ACTIVE
422,00000421,10/17/11 00:00:00,000029,311.1600,ACTIVE
423,00000422,10/17/11 00:00:00,000027,100.3900,ACTIVE
